sno,TP123,TP12,TP1,TP2,TP3,TP1C,CL1,TU1,BY1,TOTAL,WR
1345.HK,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,75.0
1359.HK,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,50.0
1361.HK,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,100.0
1368.HK,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,33.33
1385.HK,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,100.0
1405.HK,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0
1415.HK,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,75.0
1428.HK,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,80.0
1432.HK,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,50.0
1448.HK,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,100.0
1456.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1458.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1477.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1478.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1508.HK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,
1513.HK,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,100.0
1515.HK,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,50.0
1516.HK,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,50.0
1521.HK,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,33.33
1523.HK,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,100.0
1541.HK,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,50.0
1548.HK,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,5.0,60.0
1551.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1578.HK,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,66.67
1579.HK,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,83.33
1600.HK,2.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,5.0,60.0
1606.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1610.HK,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0
1611.HK,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0
1618.HK,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,50.0
1640.HK,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,100.0
1651.HK,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,50.0
1660.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1666.HK,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,66.67
1672.HK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,100.0
1681.HK,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,33.33
1686.HK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
1691.HK,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,100.0
1696.HK,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,25.0
1709.HK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
1717.HK,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,100.0
1733.HK,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,50.0
1755.HK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
1760.HK,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
1766.HK,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,66.67
1772.HK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
1773.HK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
1782.HK,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,50.0
1788.HK,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,100.0
1789.HK,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,66.67
1797.HK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
1798.HK,0.0,1.0,5.0,0.0,0.0,0.0,4.0,1.0,0.0,10.0,60.0
1799.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1800.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1811.HK,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,33.33
1837.HK,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,33.33
1848.HK,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,50.0
1854.HK,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,50.0
1860.HK,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,100.0
1866.HK,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,100.0
1872.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1873.HK,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
1877.HK,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,100.0
1880.HK,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,50.0
1896.HK,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,100.0
1899.HK,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,75.0
1907.HK,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,33.33
1910.HK,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,66.67
1911.HK,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,50.0
1921.HK,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,100.0
1931.HK,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
1951.HK,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,66.67
1952.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1958.HK,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,75.0
1963.HK,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,100.0
1969.HK,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,100.0
1970.HK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
1979.HK,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0
1982.HK,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
1999.HK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
2001.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2005.HK,2.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,6.0,66.67
2013.HK,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,50.0
2025.HK,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
2038.HK,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,25.0
2039.HK,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,66.67
2111.HK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
2128.HK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
2155.HK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
2157.HK,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0
2158.HK,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,50.0
2160.HK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
2161.HK,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,50.0
2162.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2169.HK,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,50.0
2171.HK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
2181.HK,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0
2186.HK,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,50.0
2190.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2196.HK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
2197.HK,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,100.0
2198.HK,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,100.0
2208.HK,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,100.0
2225.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2233.HK,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,100.0
2238.HK,2.0,2.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,10.0,60.0
2255.HK,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,66.67
2273.HK,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,50.0
2276.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2283.HK,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
2285.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2299.HK,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0
2302.HK,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,100.0
2314.HK,1.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,7.0,85.71
2339.HK,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,7.0,28.57
2342.HK,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,6.0,83.33
2343.HK,4.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,10.0,70.0
2356.HK,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,100.0
2357.HK,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,33.33
2360.HK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
2361.HK,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0
2362.HK,0.0,0.0,2.0,0.0,2.0,1.0,5.0,1.0,0.0,10.0,50.0
2368.HK,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,66.67
2386.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2391.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2399.HK,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,3.0,33.33
2411.HK,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0
2429.HK,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0
2477.HK,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0
2480.HK,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
2489.HK,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0
2490.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2507.HK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
2552.HK,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,6.0,66.67
2555.HK,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
2570.HK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
2585.HK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
2610.HK,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
2616.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2660.HK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,100.0
2678.HK,1.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,7.0,57.14
2689.HK,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,66.67
2722.HK,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,20.0
2727.HK,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,75.0
2866.HK,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,5.0,20.0
2880.HK,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,100.0
2883.HK,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,40.0
3323.HK,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,60.0
3330.HK,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,100.0
3336.HK,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,100.0
3337.HK,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,66.67
3339.HK,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,66.67
3369.HK,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
3382.HK,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,80.0
3396.HK,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,100.0
3600.HK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
3613.HK,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,25.0
3618.HK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
3633.HK,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
3650.HK,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
3669.HK,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,50.0
3677.HK,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
3698.HK,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,50.0
3759.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3788.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
3813.HK,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,6.0,50.0
3818.HK,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,75.0
3866.HK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
3868.HK,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,50.0
3877.HK,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,100.0
3896.HK,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,100.0
3898.HK,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,100.0
3899.HK,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,40.0
3918.HK,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0
3931.HK,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
3969.HK,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0
3983.HK,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0
3996.HK,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,50.0
6055.HK,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,50.0
6100.HK,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,100.0
6110.HK,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,33.33
6198.HK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6288.HK,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
6601.HK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
6616.HK,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,100.0
6655.HK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
6669.HK,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,100.0
6808.HK,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,6.0,66.67
6865.HK,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,100.0
6868.HK,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
6869.HK,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,50.0
6889.HK,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,33.33
6896.HK,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,50.0
6929.HK,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,100.0
6979.HK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
6993.HK,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,66.67
8137.HK,0.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0,0.0,7.0,28.57
8279.HK,0.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,7.0,85.71
8299.HK,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,66.67
8603.HK,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,50.0
9676.HK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
9690.HK,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
9858.HK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
9879.HK,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0
9898.HK,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,50.0
9911.HK,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
9913.HK,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0
9956.HK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
9996.HK,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0
,244.0,172.0,276.0,17.0,85.0,96.0,507.0,166.0,2.0,1397.0,63.71
